Kenmerk,Onderwerp,Toelichting
HRM,[Aanvullende gegevens] Bericht voor aanvullende gegevens wordt niet verstuurd via Onboarden,"Probleembeschrijving: Email versturen bij aanvullende gegevens uitvragen. Met de functionaliteit van het onboarden, heb je de mogelijkheid om aanvullende gegevens uit te vragen. Ondanks dat in het profiel een berichtsjabloon gekoppeld is, werkt dit bericht sjabloon niet. Deze werkt enkel als je specifiek op de knop drukt van de aanvullende gegevens opvragen. De speciale workflow knop ""aanvullende gegevens"" vs ""draaiboektaken genereren"" heeft een aantal verwachtingen. 1. De speciale actieknop ""aanvullende gegevens uitvragen"" verstuurt geen email naar de portal gebruiker. 2. Sommige draaiboek taken worden gelijk met deze actieknop gestart. Dat is niet logisch. Je zou dit verwachten bij Draaiboektaken genereren. Het verschil zit hem in de documenten die gemaakt kunnen worden, maar hernoem dan de workflow actieknoppen ""draaiboektaken -zonder documenten-"" en ""draaiboektaken -met documenten-"" 3. Benoem in het profiel aanvullende gegevens opvragen ook expliciet, dat het bericht sjabloon enkel werkt bij een handmatige actie en niet vanuit de workflow onboarden. Als je wel een bericht sjabloon wilt versturen, dan moet je dit opnemen in je workflow proces. Anders krijgt de sollicitant geen bericht, dat er een taak op de sollicitantenportal klaar staat Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt bij het gebruik van de actieknoppen? - Workflow inrichten - Welke specifieke verwachtingen heb je van de actieknoppen en hoe wijken deze af van de huidige werking? - Speciale acties uitvoeren op het juiste moment - Kun je een voorbeeld geven van het berichtsjabloon dat je hebt gekoppeld? - Standaard berichtsjabloon in profiel"
ERP,[connector voorraadprofiel] Foutmelding 'onvoldoende voorraad' bij order vanuit webshop met profiel 12. Mogelijk veroorzaakt door popup vraag in AFAS.,"Probleembeschrijving: deze vraagt hangt een beetje tussen een vraag met onze adviseur en een incident in. Maar gaat wel redelijk diep, waarbij we zoekend zijn of het door ons bedachte ook de weg is die we moeten bewandelen, dit omdat de melding vanuit AFAS wat raar is, namelijk: onvoldoende voorraad Wij hebben verschillende voorraad profielen, waaronder nummer 12. Zie screen 12.png. Daar staat de instelling "" altijd vraag stellen"" Als wij een order inschieten vanuit onze webshop via de update connector, krijgen we een error terug, zie screen, met onvoldoende voorraad. Echter als ik een order inschiet met voorraad geeft hij ook die error. Ik vermoed dat het komt omdat er in AFAS een popup komt met die vraagstelling waar het dus manco opgaat, omdat je een antwoord verwacht op die popup vraag die je niet meegeeft. Echter ik ben wat in de war door de melding; onvoldoende voorraad. (als ik profiel aanpas naar Y, vraag stellen bij voorraadtekort, ik boek voorraad op, gaat het namelijk wel goed) (als ik een order inschiet met art met profiel 13 en ook 0 op voorraad, komt wel gewoon aan, dus de melding moet ergens anders vandaan komen, dan van het aantal beschikbaar in de fysieke voorraad, hoewel de melding die AFAS terug geeft wel doet vermoeden dat het daarmee te maken heeft( Ik weet dat je sinds profit 4 ook het aantal in bestelvoorstel of aantal in wachtworder kan meegeven. 2 vragen: 1 - Krijgen we de error omdat er idd die vraag als popup in profit komt? 2 - is de oplossing idd dat we of aantal wachtorder inschieten OF direct aantal bestelvoorstel? Aanvullende details: - Kun je bevestigen of de foutmelding consistent optreedt bij alle artikelen met profiel 12? - ja - Heb je geprobeerd om een testorder handmatig in te voeren en dezelfde situatie na te bootsen, wat was het resultaat? - ja, zelfde resultaat - Kun je meer details geven over hoe de update connector is geconfigureerd en welke gegevens worden meegegeven tijdens het inschieten van orders? - daar kan ik zo niet een kort antwoord op geven"
ERP,Inkooporderrapport verschijnt niet altijd automatisch na generatie of aanpassing.,"Probleembeschrijving: Het inkooporderrapport op de pagina 'beoordelen inkooporder' verschijnt niet altijd zoals gewenst / verwacht: - Wanneer vanuit een inkoopaanvraag automatisch de inkooporder wordt gegenereerd, start bij ons direct de beoordeling van de inkooporder op (type dossieritem -130). Daar is de wens het rapport direct te tonen, maar dit lijkt niet mogelijk (behalve door te klikken op 'afdrukken'). Alleen als hij al verstuurd is wordt hij in dossier gezet. - Wanneer een aanpassing wordt gemaakt op de inkooporder, en deze wordt niet opnieuw automatisch verstuurd, toont het rapport nog de oude bedragen. Die bijlage, verschil rapport vs. wat er op de pagina van insite staat. De vraag is dus, op welk moment er een print wordt gemaakt die we kunnen tonen, en op welke manier ik dit moment evt dus zelf kan beïnvloeden. Aanvullende details: - Kun je verduidelijken of het rapport altijd handmatig moet worden afgedrukt, zelfs na automatische generatie? - Het rapport wordt na verzending wel automatisch gegenereerd - Is er een specifieke reden waarom de aanpassingen niet automatisch in het dossieritem verwerkt worden? - Nee - Welke stappen doorloop je precies om dit probleem te reproduceren en kun je deze beschrijven met behulp van screenshots of details uit InSite? - Ik heb de inkooporder ook aangemaakt via de boekingslayout, met de intselling 'order in dossier opslaan' op 'vraag stellen' en 'altijd'. Maar dit resulteerde ook niet in een printje in het dossier. Overigens is dit maar soms aan de hand, meestal wordt de order direct aangemaakt vanuit de inkoopaanvraag, of via het bestelvoorstel."
HRM,Nieuwe looncomponenten in cao Horeca verkeerd gejournaliseerd onder pensioenpremies.,"Probleembeschrijving: Onlangs is er door AFAS een nieuw looncomponent uitgeleverd in cao Horeca. Premie HOP (133.014.008) en Premie HOP afdracht (133.014.009). Deze is bijzonder gegroepeerd (Pensioen en verzekeringen), terwijl dit onder ontwikkeling/loopbaan zou moeten vallen, daar is alleen geen categorie voor. Wat meer zorgwekkend is is dat deze verkeerd gejournaliseerd wordt. Hij is gejournaliseerd uitgeleverd en gelijk in de loonjournaalstructuur opgenomen onder pensioenpremies, maar dit is helemaal niet logisch en onjuist. Normaliter moeten wij zelf journaalstructuur inrichten bij uitgeleverde looncomponenten, maar deze keer is het al gelijk zo uitgeleverd. De vraag is, is het uitleveren van gejounaliseerde en voor gedefinieerde journaalstructuur een nieuwe werkvorm of is dit een incident? Aanvullende details: - Kun je bevestigen of dit gedrag consistent voorkomt bij alle omgevingen waar deze cao wordt gebruikt? - Nee, ik heb maar 1 omgeving waar dit gebruikt wordt. - Kun je aangeven welke aanpassingen je precies verwacht in de journalisering? Bijvoorbeeld welke grootboekrekeningen hiervoor gebruikt moeten worden? - Ik zou liever hebben dat de journaalstructuur niet compleet is en dat wij dit zelf dienen in te richten. - Is er documentatie of een specifieke richtlijn beschikbaar waarin staat hoe deze looncomponenten zouden moeten worden gejournaliseerd? - Zover ik weet niet, dit is aan de klant"
HRM,Tegel Profit testomgeving niet zichtbaar na inloggen in AFAS.,"Probleembeschrijving: Op de beginpagina, nadat ik ingelogd heb in AFAS, zie ik de tegel Profit testomgeving niet meer. Aanvullende details: - Sinds wanneer zie je de tegel Profit testomgeving niet meer? - Sinds afgelopen vrijdag 2-5-2025 - Heb je recent wijzigingen aangebracht in de instellingen of rechten? - Nee - Speelt dit probleem alleen bij jouw account of ook bij andere gebruikers? - Ja, dit speelt alleen bij mijn account."
HRM,Toegang tot tegels profit en insite ontbreekt voor een specifieke gebruiker.,"Probleembeschrijving: Mijn collega krijgt niet meer de tegels profit en insite te zien. alleen de tegel profit test. ik heb de rechten vergeleken met die ik zelf heb, maar zie geen verschil in wat de oorzaak zou kunnen zijn. Aanvullende details: - Kun je aangeven of de collega eerder wel toegang had tot deze tegels? - ja - Is er recent iets gewijzigd in de rechten, rollen of instellingen van deze gebruiker? - we zien in het logboek dan Jan iets gedaan heeft op de consultancy dag. en ik heb al wel op de stamkaart de status weer naar indienst gezet bij janine. - Speelt dit probleem bij meerdere gebruikers of alleen bij deze specifieke collega? - nee"
HRM,[Signaal] De bestemming is niet mogelijk bij organisatie/persoon,"Probleembeschrijving: In het signaal: Starten WF 145] SKB - arbeidsongeschiktheidsverzerkering Robidus/Loyalis - nieuw . Krijgen we de volgende foutmelding. De bestemming Medewerker is niet mogelijk bij organisatie/persoon. Echter kan ik deze persoon nergens vinden. Aanvullende details: - Kun je aangeven welke stappen je hebt doorlopen voordat de foutmelding verscheen? - Signaal geeft foutmelding - Speelt dit probleem bij meerdere medewerkers of alleen bij deze specifieke persoon? - Alleen bij deze - Kun je meer details geven over de medewerker, zoals een naam of ID, zodat we kunnen helpen zoeken? - 21098"
ERP,[Weegave] Debiteurnaam ontbreekt bij grootboekkaart '8010 Omzet projecten' na toevoegen Deb./Cred. nummer.,"Probleembeschrijving: Goedemiddag, Op grootboekkaart '8010 Omzet projecten' lukt het mij wel om een kolom Deb./Cred. nummer toe te voegen aan de selectie, maar de bijbehorende debiteurnaam kan ik niet vinden in de velden voor de weergave. Ik heb deze gegevens snel nodig. Kunt u me hierbij helpen? Bedankt alvast! Met vriendelijke groet, Inez de Boer Aanvullende details: - Kun je bevestigen of je de schermafbeelding hebt toegevoegd? Zo niet, kun je deze alsnog toevoegen? - Ja - Kun je aangeven welke stappen je precies hebt doorlopen om de kolom toe te voegen? - Financiële mutaties uitgebreid-Beheer weergaven. Daar heb het veld Deb./Cred. gevonden. Dit is echter een nummer, maar ik heb een naam nodig! - Heb je gecontroleerd of het veld 'Debiteurnaam' beschikbaar is in andere grootboekkaarten? - Ja"
ERP,Wijziging budgethouder instellingen van grootboekrekening naar verbijzondering en impact op processen.,"Probleembeschrijving: Goedemiddag Femke, We zijn van plan om de budgethouder instellingen op de locatie Financieel / Beheer / Instellingen administratie te wijzigen van vastleggen op grootboekrekening (G) naar vastleggen op verbijzondering (V). Op dit moment gebruiken we het veld budgethouder nog niet op een locatie. Zijn er toch plaatsen waar we rekening moeten houden met het aanpassen van deze instelling? Bijvoorbeeld procuratie van inkoopfacturen? Groet, Niels Aanvullende details: - Zijn er specifieke processen of workflows waarin het veld 'budgethouder' al actief betrokken is? - Voor zover ik kan inschatten niet behalve in de procuratie van inkoopfacturen. - Kun je bevestigen of de procuratie-instellingen voor inkoopfacturen aan budgethouders zijn gekoppeld? - Nee bij het nalopen van de workflow blijkt dat hier een andere groep is gekoppeld op de plek waar ik dit had verwacht."
ERP,Groepering detailsectie van rapport inkooporder aanpassen,"Probleembeschrijving: Er gaat iets mis in de ontvangstbonnen. Door de consultants Christianne en Julian is hier al veel aan gesleuteld en we hebben nu uiteindelijk een ontvangstbon die kijkt naar de afleverlocatie op de aanvraag en/of de afleverlocatie op de inkooporder (indien er geen aanvraag aan ten grondslag gaat). Daarnaast is er een link met de kostenplaats (voor het geval er geen afleverlocatie is gevuld). Wat ons nu opvalt is dat de ontvangsten gebundeld worden per kostenplaats. Vervolgens kijkt hij daarna pas naar de afleverlocaties en als dit voor de 1e regel A6130-2 is, komt dit ook voor de opvolgende regels als afleverlocatie op de ontvangstbon te staan. Dit, terwijl de andere 2 regels als afleverlocatie In bijgevoegd voorbeeld komt namelijk de eerste regel uit A00002848 (afleverlocatie A6130-2, OK chirurgie (CMA)) Daarna heb je A00002633 en A00002636 met afleverlocatie A6101-1 (CSA Secretariaat). Op de ontvangstbon staat nu echter voor alle 3 de regels afleverlocatie A6130-2, OK chirurgie (CMA), dat is niet juist! Je zou denken dat dit sporadisch voor komt, maar bij de CSA wordt het heel vaak op deze manier ingevuld. (kostenplaats OK, afleveradres CSA) Graag jullie hulp hoe we dit kunnen rechttrekken. Stukje rapporten is voor mij nog moeilijk. Aanvullende details: - Kun je precies aangeven welke stappen worden doorlopen om de ontvangstbon te genereren? - boeken van ontvangst via Boxwise - Is er een specifieke logica of instelling die bepaalt hoe afleverlocaties en kostenplaatsen gekoppeld worden in het systeem? - zie rapport - Hebben Christianne en Julian documentatie achtergelaten over hun aanpassingen, zodat we kunnen begrijpen wat er is gewijzigd? - Nee, helaas niet dat ik weet. (wellicht gedeeltelijk in Simplr)"
HRM,"[Onboarden] Veld '(Z) Zakelijk mailadres' blijft leeg bij starten Onboarden, ondanks standaardinstelling.","Probleembeschrijving: Goedemiddag, Wij zijn bezig met de inrichting van Onboarden. In het profiel dat wij gebruiken hebben we binnen de context aangegeven dat het mailadres voor de toegang tot Insite bij registratie workflow altijd ' (Z) Zakelijk mailadres' is. Echter als wij aanmaken onboarden starten is het veld altijd leeg en moeten we het alsnog invullen. Waardoor komt dit? Bij voorkeur hebben wij dit veld namelijk altijd gevuld en verborgen. Ik hoor het graag. Alvast bedankt! Aanvullende details: - Kun je bevestigen of het veld '(Z) Zakelijk mailadres' bij de specifieke context correct is ingesteld als standaardwaarde? - Ja; zie afbeelding 3. - Welk profiel gebruik je precies voor de inrichting van Onboarden? Is dit één die al opgenomen was in de AFAS omgeving, of een custom profiel dat jullie hebben aangemaakt? - Dit is een eigen profiel. - Heeft deze configuratie ooit naar behoren gewerkt, en zo ja, tot wanneer werkte dit nog goed? - Aan het begin van de inrichting heeft dit een paar keer gewerkt. De afgelopen weken echter niet meer."
ERP,[Padindeling] Foutmelding bij opslaan van analyse in AFAS vanuit Excel.,"Probleembeschrijving: Ik wil een analyse bewerken, maar krijg als ik deze op wil slaan in afas een foutmelding. Ik sla de analyse op de plek van waaruit ik ook de e-facturen inlees in afas. Aanvullende details: - Kun je aangeven welke stappen je precies doorloopt voordat de foutmelding verschijnt? - Ik wil de wijzigingen opslaan in profit vanuit excell - Sinds wanneer ervaar je dit probleem, en werkte het eerder wel zonder problemen? - Geen idee - Is er iets gewijzigd in de analyse of omgeving sinds het moment dat deze fout begon op te treden? - nee"
HRM,[Instantie]Einddatum pensioen kan niet aangepast worden door oude dienstverband gegevens.,"Probleembeschrijving: Ik probeer bij een medewerker de instantiegegevens van het pensioen aan te passen. Maar ik krijg een foutmelding. Ik kan de einddatum niet aanpassen. Dit is ook logisch er zit iets van het oude dienstverband in de weg waarom ik dit probleem krijg, ik denk van DV1. In de bijlage heb ik alle stappen omschreven. Geen aanvullende vragen gesteld."
HRM,"[Onboarden]Fout in onboarden workflow bij beëindigen lopend contract, blijft hangen in status.",Probleembeschrijving: Fout workflow Onboarden bij Lopend contract beëindigen. We willen medewerker Djoina Heinemann omzetten van externe medewerker naar vaste medewerker. Hier is een onboarden flow voor gestart. De workflow blijft hangen in de stap Controle lopend dienstverband beëindigd. Dit komt door de conditie 'Lopend dienstverband is beeindigd'. De waarde 'Dienstverband beëindigen uitgevoerd' kunnen we niet handmatig aanpassen. Deze medewerker kan nu dus niet in dienst gemeld worden. We hebben werkelijk alles al geprobeerd maar het lukt gewoon niet. Omdat deze medewerker al in dienst is gekomen per 1-4 hebben we nu besloten dit handmatig in Profit op te voeren. Van Oranje consultancy hebben we begrepen dat er aan de achterkant iets fout zat in de onboarden flows wat dit probleem kan veroorzaken. Dit zou door AFAS opgelost zijn half januari? Maar omdat we deze flows al hadden staan is deze oplossing bij ons niet doorgevoerd? Is daar iets van bij jullie bekend? We hebben nog twee medewerkers waar het onboarden niet verwerkt kan worden omdat de flows blijven hangen in de status Ondertekend sollicitant. Bij beide is een mutatie (handmatig) gestart voor het stopzetten van het huidige dienstverband. Hoe kunnen we oplossen dat deze flows gewoon verwerkt kunnen worden zonder dit handmatig te hoeven doen in Profit? En hoe kunnen we voorkomen dat dit in de toekomst weer gebeurt? Aanvullende details: - Kun je bevestigen of de genoemde oplossing van januari daadwerkelijk niet is doorgevoerd in jullie omgeving? - Wij weten niets van genoemde oplossing. Van AFAS hebben we geen communicatie gezien. - Welke stappen zijn precies genomen om het probleem op te lossen voordat besloten werd handmatig in Profit op te voeren? - We hebben geprobeerd de workflow handmatig door te zetten maar dat lukt niet. Het veld 'Dienstverband beëindigen uitgevoerd' kunnen we nergens aanpassen. - Zijn er specifieke foutmeldingen of logs beschikbaar die aangeven waarom de workflow blijft hangen? - Bij ons niet bekend.
